"","group","indval","pval","freq"
"ASV_5522",11,0.727618077358996,0.001,42
"ASV_4297",11,0.727492072905358,0.001,210
"ASV_5298",11,0.72748581261928,0.001,178
"ASV_5333",11,0.727415993401648,0.001,321
"ASV_1063",11,0.727274924811512,0.001,54
"ASV_3162",11,0.725582416023315,0.001,25
"ASV_1438",11,0.724640438712078,0.001,220
"ASV_5356",11,0.724523968057339,0.001,57
"ASV_1651",11,0.724183134571167,0.001,63
"ASV_3124",11,0.72404623567972,0.001,30
"ASV_3275",11,0.72243346724937,0.001,105
"ASV_4912",11,0.721751271419977,0.001,74
"ASV_6085",11,0.721251824886745,0.001,256
"ASV_4168",11,0.720443470722383,0.001,75
"ASV_5242",11,0.719686446739876,0.001,63
"ASV_4267",11,0.717207966097789,0.001,34
"ASV_1649",11,0.716910245131331,0.001,22
"ASV_1484",11,0.71493597636704,0.001,42
"ASV_1830",11,0.714554447585419,0.001,73
"ASV_2733",11,0.714456770559486,0.001,84
"ASV_6082",11,0.713577715991858,0.001,50
"ASV_5852",11,0.713481978547566,0.001,284
"ASV_5376",11,0.713337480682309,0.001,112
"ASV_3819",11,0.711941675311686,0.001,191
"ASV_5371",11,0.711931899735784,0.001,311
"ASV_835",11,0.710640143217729,0.001,88
"ASV_1483",11,0.710107921606887,0.001,135
"ASV_2771",11,0.710001642720791,0.001,96
"ASV_5362",11,0.707997501970164,0.001,143
"ASV_5361",11,0.707939272050221,0.001,35
"ASV_4190",11,0.707687259306508,0.001,120
"ASV_6070",11,0.707146571147958,0.001,24
"ASV_1054",11,0.70705836290401,0.001,157
"ASV_6301",11,0.70668635813234,0.001,60
"ASV_5338",11,0.70616896917742,0.001,66
"ASV_6287",11,0.704483175438915,0.001,120
"ASV_5517",11,0.703677131798507,0.001,29
"ASV_5379",11,0.703606977125327,0.001,319
"ASV_5784",11,0.70321088881485,0.001,64
"ASV_4278",11,0.703157089524316,0.001,81
"ASV_4145",11,0.702776628377349,0.001,50
"ASV_5340",11,0.702207638753113,0.001,150
"ASV_1846",11,0.701121042712851,0.001,55
"ASV_5382",11,0.699715605198004,0.001,246
"ASV_5336",11,0.698674499906312,0.001,102
"ASV_5367",11,0.698266110383691,0.001,74
"ASV_5357",11,0.696493187888518,0.001,81
"ASV_5820",11,0.696313744336941,0.001,89
"ASV_5390",11,0.696283997004938,0.001,263
"ASV_2380",11,0.695707265900478,0.001,37
"ASV_1831",11,0.695047322997069,0.001,25
"ASV_800",11,0.69448200993705,0.001,74
"ASV_3241",11,0.688889304173361,0.001,197
"ASV_6108",11,0.686942025546651,0.001,35
"ASV_2770",11,0.685785796132793,0.001,30
"ASV_3129",11,0.684882584399753,0.001,270
"ASV_5325",11,0.68438850575242,0.001,25
"ASV_801",11,0.684386176234211,0.001,78
"ASV_6557",11,0.68421052631579,0.001,13
"ASV_6582",11,0.68421052631579,0.001,13
"ASV_6585",11,0.68421052631579,0.001,13
"ASV_6607",11,0.68421052631579,0.001,13
"ASV_6610",11,0.68421052631579,0.001,13
"ASV_6626",11,0.68421052631579,0.001,13
"ASV_6628",11,0.68421052631579,0.001,13
"ASV_6642",11,0.68421052631579,0.001,13
"ASV_6648",11,0.68421052631579,0.001,13
"ASV_6715",11,0.68421052631579,0.001,13
"ASV_2698",11,0.684166548918436,0.001,23
"ASV_5883",11,0.683357390669153,0.001,101
"ASV_5326",11,0.682027654568878,0.001,25
"ASV_5226",11,0.681962469605677,0.001,140
"ASV_2741",11,0.681176101287015,0.001,17
"ASV_254",11,0.680407508567816,0.001,115
"ASV_2364",11,0.680396029760361,0.001,154
"ASV_6090",11,0.680125775074201,0.001,21
"ASV_6293",11,0.679633924198182,0.001,290
"ASV_6096",11,0.678737052280248,0.001,152
"ASV_5106",11,0.677372556988509,0.001,190
"ASV_5348",11,0.677022868619231,0.001,69
"ASV_5296",11,0.676948951382314,0.001,272
"ASV_4155",11,0.676550450126008,0.001,43
"ASV_5365",11,0.675721465228636,0.001,33
"ASV_4133",11,0.675257916755144,0.001,56
"ASV_803",11,0.674658283629462,0.001,25
"ASV_4184",11,0.672995837535468,0.001,34
"ASV_1205",11,0.672735629844226,0.001,24
"ASV_3136",11,0.672058780185647,0.001,37
"ASV_4766",11,0.671704204277581,0.001,106
"ASV_4405",11,0.670706069509945,0.001,15
"ASV_2387",11,0.669468644035876,0.001,110
"ASV_6316",11,0.669271899562159,0.001,96
"ASV_6288",11,0.668539836001762,0.001,57
"ASV_6024",11,0.668300470007795,0.001,19
"ASV_6319",11,0.667240788593925,0.001,23
"ASV_3167",11,0.666945511653422,0.001,103
"ASV_3149",11,0.666654381894729,0.001,28
"ASV_78",11,0.658144753569843,0.001,22
"ASV_3276",11,0.65771718595625,0.001,51
"ASV_5347",11,0.65630704957064,0.001,94
"ASV_4152",11,0.656135825834376,0.001,57
"ASV_305",11,0.65451900749643,0.001,27
"ASV_6297",11,0.653154009640342,0.001,263
"ASV_5225",11,0.652998667931265,0.001,57
"ASV_2734",11,0.65266857829988,0.001,37
"ASV_4194",11,0.652600870548325,0.001,201
"ASV_5394",11,0.651147145382548,0.001,311
"ASV_1715",11,0.650310076536755,0.001,75
"ASV_5239",11,0.64842722608478,0.001,56
"ASV_6317",11,0.646133166950353,0.001,110
"ASV_4304",11,0.645405830336304,0.001,158
"ASV_5813",11,0.644894122902116,0.001,87
"ASV_2983",11,0.643599258787061,0.001,206
"ASV_697",11,0.643026611529681,0.001,51
"ASV_2680",11,0.641930328526496,0.001,26
"ASV_4810",11,0.641807956589083,0.001,25
"ASV_5375",11,0.641406064178162,0.001,45
"ASV_4260",11,0.641302392703524,0.001,228
"ASV_2662",11,0.64119652381324,0.001,140
"ASV_3142",11,0.641017251334001,0.001,125
"ASV_4292",11,0.640816133811688,0.001,66
"ASV_4399",11,0.6392812354788,0.001,41
"ASV_6304",11,0.63838428682848,0.001,302
"ASV_5302",11,0.63816920058182,0.001,29
"ASV_286",11,0.637390600370789,0.001,26
"ASV_406",11,0.6371742309339,0.001,23
"ASV_6289",11,0.636954110843383,0.001,52
"ASV_4177",11,0.636892668158207,0.001,36
"ASV_5973",11,0.634532882747361,0.001,83
"ASV_5370",11,0.631846404593671,0.001,82
"ASV_6579",11,0.631578947368421,0.001,12
"ASV_6600",11,0.631578947368421,0.001,12
"ASV_6611",11,0.631578947368421,0.001,12
"ASV_6613",11,0.631578947368421,0.001,12
"ASV_6625",11,0.631578947368421,0.001,12
"ASV_6634",11,0.631578947368421,0.001,12
"ASV_6635",11,0.631578947368421,0.001,12
"ASV_6647",11,0.631578947368421,0.001,12
"ASV_6698",11,0.631578947368421,0.001,12
"ASV_6704",11,0.631578947368421,0.001,12
"ASV_2319",11,0.630481587119289,0.001,123
"ASV_441",11,0.629993283653692,0.001,96
"ASV_3152",11,0.629723072005831,0.001,27
"ASV_4996",11,0.629632882786165,0.001,28
"ASV_408",11,0.628729268649071,0.001,43
"ASV_2678",11,0.628291554681613,0.001,48
"ASV_4396",11,0.627769363470547,0.001,51
"ASV_5349",11,0.625951176951715,0.001,45
"ASV_3141",11,0.625765546216008,0.001,17
"ASV_2523",11,0.625103491866534,0.001,105
"ASV_2691",11,0.62422538037982,0.001,115
"ASV_6118",11,0.62401406598155,0.001,40
"ASV_6063",11,0.622867513611615,0.001,15
"ASV_4819",11,0.619466238537891,0.001,297
"ASV_2366",11,0.61880592497395,0.001,39
"ASV_1641",11,0.617991013062344,0.001,40
"ASV_6018",11,0.617377473569975,0.001,137
"ASV_4397",11,0.617372237590842,0.001,49
"ASV_318",11,0.617024032248458,0.001,20
"ASV_3148",11,0.616909729538299,0.001,154
"ASV_5237",11,0.616216920255867,0.001,308
"ASV_4726",11,0.615165829555387,0.001,18
"ASV_474",11,0.612564309654405,0.001,23
"ASV_5791",11,0.612457414549947,0.001,55
"ASV_87",11,0.611388818572479,0.001,48
"ASV_2521",11,0.611141919043259,0.001,84
"ASV_5309",11,0.610797585520417,0.001,36
"ASV_4295",11,0.609074453340783,0.001,244
"ASV_5391",11,0.608180600188074,0.001,48
"ASV_4998",11,0.604962018135565,0.001,80
"ASV_77",11,0.604498250460101,0.001,20
"ASV_1039",11,0.604096497143838,0.001,32
"ASV_2776",11,0.603395942463094,0.001,66
"ASV_4803",11,0.602657645389258,0.001,82
"ASV_5359",11,0.601385073637877,0.001,35
"ASV_1280",11,0.601301952148165,0.001,37
"ASV_2688",11,0.599801688628436,0.001,64
"ASV_5369",11,0.595916745795565,0.001,123
"ASV_2073",11,0.595433196855904,0.001,44
"ASV_4824",11,0.594966916383086,0.001,69
"ASV_2206",11,0.594661505493262,0.001,142
"ASV_4676",11,0.591593756698299,0.001,14
"ASV_6110",11,0.590068616971444,0.001,19
"ASV_5508",11,0.587980905911784,0.001,14
"ASV_4284",11,0.587851512498897,0.001,74
"ASV_5374",11,0.587151271909353,0.001,63
"ASV_1645",11,0.585199400324488,0.001,105
"ASV_2768",11,0.584678163177931,0.001,130
"ASV_4147",11,0.582417807666449,0.001,43
"ASV_320",11,0.581265212641484,0.001,32
"ASV_4143",11,0.580567911066029,0.001,35
"ASV_6568",11,0.578947368421053,0.001,11
"ASV_6598",11,0.578947368421053,0.001,11
"ASV_6601",11,0.578947368421053,0.001,11
"ASV_6630",11,0.578947368421053,0.001,11
"ASV_6636",11,0.578947368421053,0.001,11
"ASV_6665",11,0.578947368421053,0.001,11
"ASV_6667",11,0.578947368421053,0.001,11
"ASV_6675",11,0.578947368421053,0.001,11
"ASV_6682",11,0.578947368421053,0.001,11
"ASV_6691",11,0.578947368421053,0.001,11
"ASV_6697",11,0.578947368421053,0.001,11
"ASV_2075",11,0.578783949631058,0.001,85
"ASV_4150",11,0.57873051000358,0.001,37
"ASV_6312",11,0.578038822949416,0.001,308
"ASV_3793",11,0.577945441740544,0.001,53
"ASV_460",11,0.577206727615723,0.001,34
"ASV_6112",11,0.576178762492904,0.001,34
"ASV_2739",11,0.575389980359474,0.001,49
"ASV_6208",11,0.575015420039814,0.001,25
"ASV_4182",11,0.574703599207854,0.001,35
"ASV_5785",11,0.573507113895828,0.001,52
"ASV_352",11,0.572328293868566,0.001,19
"ASV_1789",11,0.571206208717031,0.001,32
"ASV_2275",11,0.570432849274986,0.001,30
"ASV_442",11,0.569479306095806,0.001,18
"ASV_4181",11,0.568006359721922,0.001,87
"ASV_6305",11,0.567803053230316,0.001,59
"ASV_4188",11,0.565923307457701,0.001,27
"ASV_277",11,0.565662743440801,0.001,58
"ASV_6053",11,0.565555164187759,0.001,29
"ASV_1816",11,0.565406437294388,0.001,49
"ASV_5971",11,0.564978750668972,0.001,39
"ASV_3525",11,0.564899909513015,0.001,23
"ASV_2524",11,0.563527999919323,0.001,41
"ASV_2235",11,0.56321680891265,0.001,78
"ASV_2685",11,0.562530614709823,0.001,19
"ASV_4320",11,0.56164785824378,0.001,55
"ASV_6313",11,0.561087461849456,0.001,33
"ASV_2589",11,0.561012230400558,0.001,27
"ASV_4825",11,0.559241091108802,0.001,338
"ASV_6016",11,0.558653379798382,0.001,103
"ASV_759",11,0.557883490441461,0.001,74
"ASV_2323",11,0.55724231749203,0.001,137
"ASV_4298",11,0.555746928464807,0.001,37
"ASV_4270",11,0.555048518011678,0.001,26
"ASV_6214",11,0.554889392744185,0.001,22
"ASV_388",11,0.554477260652263,0.001,26
"ASV_6095",11,0.554287251280908,0.001,91
"ASV_432",11,0.553939662629631,0.001,19
"ASV_6045",11,0.551243064440716,0.001,81
"ASV_3170",11,0.550763172412581,0.001,36
"ASV_6299",11,0.548078968235183,0.001,59
"ASV_3242",11,0.547284202239868,0.001,59
"ASV_2666",11,0.546293942829287,0.001,31
"ASV_6292",11,0.543976011372764,0.001,39
"ASV_3161",11,0.543960220426226,0.001,22
"ASV_4202",11,0.543659022451498,0.001,47
"ASV_4146",11,0.543506556545708,0.001,40
"ASV_334",11,0.540851780976448,0.001,58
"ASV_3238",11,0.538243101317288,0.001,89
"ASV_2694",11,0.538214921151606,0.001,28
"ASV_4323",11,0.537711999969538,0.001,31
"ASV_2226",11,0.534902549466756,0.001,40
"ASV_2667",11,0.533170942728355,0.001,36
"ASV_6521",11,0.532971758054039,0.001,17
"ASV_5564",11,0.531303511835713,0.001,21
"ASV_76",11,0.529833486737512,0.001,20
"ASV_4151",11,0.529544830448515,0.001,35
"ASV_6303",11,0.529379892554769,0.001,96
"ASV_3093",11,0.529190757965415,0.001,62
"ASV_3159",11,0.527132369413996,0.001,59
"ASV_6563",11,0.526315789473684,0.001,10
"ASV_6565",11,0.526315789473684,0.001,10
"ASV_6569",11,0.526315789473684,0.001,10
"ASV_6576",11,0.526315789473684,0.001,10
"ASV_6578",11,0.526315789473684,0.001,10
"ASV_6588",11,0.526315789473684,0.001,10
"ASV_6603",11,0.526315789473684,0.001,10
"ASV_6627",11,0.526315789473684,0.001,10
"ASV_6629",11,0.526315789473684,0.001,10
"ASV_6633",11,0.526315789473684,0.001,10
"ASV_6641",11,0.526315789473684,0.001,10
"ASV_6655",11,0.526315789473684,0.001,10
"ASV_6658",11,0.526315789473684,0.001,10
"ASV_6661",11,0.526315789473684,0.001,10
"ASV_6663",11,0.526315789473684,0.001,10
"ASV_6664",11,0.526315789473684,0.001,10
"ASV_6676",11,0.526315789473684,0.001,10
"ASV_6699",11,0.526315789473684,0.001,10
"ASV_6712",11,0.526315789473684,0.001,10
"ASV_6797",11,0.526315789473684,0.001,10
"ASV_6812",11,0.526315789473684,0.001,10
"ASV_6291",11,0.52499655764967,0.001,47
"ASV_3481",11,0.523625531487645,0.001,49
"ASV_4201",11,0.522761385631982,0.001,32
"ASV_6470",11,0.522627883342059,0.001,14
"ASV_3215",11,0.522102032002583,0.001,65
"ASV_462",11,0.521437571526004,0.001,30
"ASV_296",11,0.520814823944431,0.001,36
"ASV_2622",11,0.520613193887417,0.001,149
"ASV_319",11,0.516573491646379,0.001,71
"ASV_2716",11,0.515313127136133,0.001,40
"ASV_5241",11,0.51438986346878,0.001,66
"ASV_470",11,0.513705704683464,0.001,42
"ASV_402",11,0.513485378537464,0.001,29
"ASV_6170",11,0.513340188837992,0.001,16
"ASV_5315",11,0.513089671379783,0.001,17
"ASV_6300",11,0.512718225642262,0.001,60
"ASV_5004",11,0.512209293133705,0.001,26
"ASV_4826",11,0.511251880733112,0.001,71
"ASV_6307",11,0.509851232941811,0.001,249
"ASV_4130",11,0.508804171605193,0.001,16
"ASV_1822",11,0.508573919435794,0.001,123
"ASV_2944",11,0.508216241962372,0.001,12
"ASV_4254",11,0.506099686301847,0.001,14
"ASV_1837",11,0.505499108872195,0.001,37
"ASV_2660",11,0.504393764452897,0.001,18
"ASV_4811",11,0.501639911550959,0.001,14
"ASV_3166",11,0.501126226361551,0.001,21
"ASV_2769",11,0.500491442510402,0.001,54
"ASV_351",11,0.500465052454642,0.001,36
"ASV_4299",11,0.499994112076435,0.001,27
"ASV_2522",11,0.499806144983428,0.001,39
"ASV_2686",11,0.498538011695906,0.001,13
"ASV_3169",11,0.498057559010791,0.001,107
"ASV_279",11,0.495467286394307,0.001,44
"ASV_419",11,0.494828575522696,0.001,25
"ASV_1849",11,0.493924130720302,0.001,19
"ASV_1474",11,0.493861546933331,0.001,71
"ASV_4288",11,0.492148233819524,0.001,17
"ASV_2573",11,0.48738626694727,0.001,13
"ASV_3482",11,0.487344190520885,0.001,69
"ASV_4778",11,0.486849572746249,0.001,18
"ASV_2775",11,0.486767635496233,0.001,93
"ASV_4137",11,0.486653423283625,0.001,24
"ASV_4395",11,0.484736514658295,0.001,30
"ASV_3086",11,0.484434934142261,0.001,22
"ASV_5344",11,0.482335227248808,0.001,24
"ASV_3244",11,0.481225411746456,0.001,86
"ASV_1439",11,0.480410888854786,0.001,29
"ASV_5313",11,0.479594591666387,0.001,24
"ASV_1834",11,0.479547321563615,0.001,43
"ASV_134",11,0.4780841242948,0.001,54
"ASV_4274",11,0.476877667906727,0.001,42
"ASV_3171",11,0.476221879127947,0.001,201
"ASV_6577",11,0.473684210526316,0.001,9
"ASV_6609",11,0.473684210526316,0.001,9
"ASV_6631",11,0.473684210526316,0.001,9
"ASV_6643",11,0.473684210526316,0.001,9
"ASV_6652",11,0.473684210526316,0.001,9
"ASV_6671",11,0.473684210526316,0.001,9
"ASV_6696",11,0.473684210526316,0.001,9
"ASV_6702",11,0.473684210526316,0.001,9
"ASV_6711",11,0.473684210526316,0.001,9
"ASV_6724",11,0.473684210526316,0.001,9
"ASV_6732",11,0.473684210526316,0.001,9
"ASV_6739",11,0.473684210526316,0.001,9
"ASV_6755",11,0.473684210526316,0.001,9
"ASV_6759",11,0.473684210526316,0.001,9
"ASV_6784",11,0.473684210526316,0.001,9
"ASV_6785",11,0.473684210526316,0.001,9
"ASV_6796",11,0.473684210526316,0.001,9
"ASV_6823",11,0.473684210526316,0.001,9
"ASV_6871",11,0.473684210526316,0.001,9
"ASV_804",11,0.473190963175392,0.001,20
"ASV_5002",11,0.473018362605981,0.001,14
"ASV_2814",11,0.470381612355153,0.001,20
"ASV_1642",11,0.467152300581834,0.001,34
"ASV_1813",11,0.466861420735962,0.001,19
"ASV_303",11,0.466617679665818,0.001,35
"ASV_3003",11,0.464844730560071,0.001,18
"ASV_410",11,0.464529623828852,0.001,52
"ASV_3005",11,0.46431825513071,0.001,38
"ASV_4862",11,0.463766597076371,0.001,28
"ASV_1470",11,0.463745800080614,0.001,29
"ASV_1702",11,0.462385907152632,0.001,20
"ASV_2767",11,0.459482351880097,0.001,17
"ASV_2687",11,0.458307863628979,0.001,64
"ASV_2740",11,0.457847090802668,0.001,21
"ASV_55",11,0.457377830722289,0.001,19
"ASV_4203",11,0.456861793040184,0.001,47
"ASV_327",11,0.456486454671924,0.001,44
"ASV_4727",11,0.456276421767763,0.001,22
"ASV_342",11,0.45544385935632,0.001,30
"ASV_721",11,0.455199848539593,0.001,61
"ASV_6236",11,0.454340106080738,0.001,18
"ASV_2229",11,0.453807147806927,0.001,77
"ASV_1300",11,0.452499765767458,0.001,61
"ASV_1838",11,0.451371554176006,0.001,28
"ASV_4142",11,0.450386282925662,0.001,41
"ASV_324",11,0.450248065123921,0.001,43
"ASV_5307",11,0.45013895523232,0.001,22
"ASV_5518",11,0.449939888047132,0.001,19
"ASV_269",11,0.449652817277554,0.001,15
"ASV_754",11,0.449332711745609,0.001,26
"ASV_1643",11,0.449325543063431,0.001,22
"ASV_4197",11,0.448702987952122,0.001,35
"ASV_275",11,0.448280880887605,0.001,22
"ASV_27",11,0.446064836454665,0.001,24
"ASV_412",11,0.445745456878083,0.001,27
"ASV_4734",11,0.445234357770196,0.001,12
"ASV_317",11,0.444993212935058,0.001,23
"ASV_83",11,0.44391107220276,0.001,19
"ASV_3079",11,0.442430914869044,0.001,38
"ASV_2753",11,0.440522034992294,0.001,31
"ASV_437",11,0.440177580058316,0.001,19
"ASV_3803",11,0.440068340288109,0.001,30
"ASV_6471",11,0.438218920482292,0.001,32
"ASV_6013",11,0.436874002709915,0.001,143
"ASV_3127",11,0.435616101729624,0.001,33
"ASV_2696",11,0.435513635727217,0.001,19
"ASV_5224",11,0.435482303131109,0.001,22
"ASV_6159",11,0.43470649484313,0.001,15
"ASV_3795",11,0.434030590093728,0.001,30
"ASV_582",11,0.431322983825984,0.001,18
"ASV_2368",11,0.429326360771443,0.001,16
"ASV_210",11,0.428003005840128,0.001,24
"ASV_3138",11,0.426003065639034,0.001,45
"ASV_425",11,0.424652400451726,0.001,18
"ASV_1815",11,0.424554792905043,0.001,33
"ASV_1035",11,0.423019291871017,0.001,26
"ASV_6637",11,0.421052631578947,0.001,8
"ASV_6673",11,0.421052631578947,0.001,8
"ASV_6674",11,0.421052631578947,0.001,8
"ASV_6677",11,0.421052631578947,0.001,8
"ASV_6688",11,0.421052631578947,0.001,8
"ASV_6700",11,0.421052631578947,0.001,8
"ASV_6721",11,0.421052631578947,0.001,8
"ASV_6725",11,0.421052631578947,0.001,8
"ASV_6726",11,0.421052631578947,0.001,8
"ASV_6736",11,0.421052631578947,0.001,8
"ASV_6740",11,0.421052631578947,0.001,8
"ASV_6746",11,0.421052631578947,0.001,8
"ASV_6754",11,0.421052631578947,0.001,8
"ASV_6771",11,0.421052631578947,0.001,8
"ASV_6788",11,0.421052631578947,0.001,8
"ASV_6789",11,0.421052631578947,0.001,8
"ASV_6887",11,0.421052631578947,0.001,8
"ASV_1706",11,0.420250806247163,0.001,11
"ASV_452",11,0.419402472924675,0.001,27
"ASV_741",11,0.416623446284789,0.001,17
"ASV_5392",11,0.415276487933675,0.001,25
"ASV_829",11,0.414864010103714,0.001,24
"ASV_3822",11,0.414418096043454,0.001,83
"ASV_5512",11,0.414334061846238,0.001,21
"ASV_6220",11,0.411805867946219,0.001,15
"ASV_5393",11,0.407089619617396,0.001,39
"ASV_2823",11,0.406650339320439,0.001,35
"ASV_404",11,0.406583969093035,0.001,23
"ASV_4138",11,0.405955126860977,0.001,18
"ASV_68",11,0.405725407440137,0.001,13
"ASV_2658",11,0.404938765324884,0.001,47
"ASV_806",11,0.404711904216332,0.001,14
"ASV_3153",11,0.40462498588757,0.001,19
"ASV_2231",11,0.4039650715353,0.001,36
"ASV_346",11,0.403754828780099,0.001,19
"ASV_4264",11,0.403560996443725,0.001,17
"ASV_2289",11,0.403293264141983,0.001,29
"ASV_64",11,0.402967771852539,0.001,15
"ASV_3213",11,0.402605392174623,0.001,143
"ASV_4402",11,0.401514067084483,0.001,38
"ASV_2705",11,0.400223470753792,0.001,10
"ASV_1716",11,0.400071441328809,0.001,11
"ASV_409",11,0.399521860463127,0.001,23
"ASV_6187",11,0.398826608386715,0.001,24
"ASV_86",11,0.398351048990934,0.001,27
"ASV_4277",11,0.394966774711636,0.001,13
"ASV_67",11,0.393985439487043,0.001,15
"ASV_725",11,0.393925310063218,0.001,20
"ASV_2681",11,0.393584820420149,0.001,14
"ASV_387",11,0.391874813240489,0.001,14
"ASV_2778",11,0.39078893688622,0.001,11
"ASV_3163",11,0.390612631943045,0.001,15
"ASV_2781",11,0.390241567554764,0.001,24
"ASV_1501",11,0.38878665085703,0.001,33
"ASV_863",11,0.388620869166864,0.001,29
"ASV_1858",11,0.388587804325525,0.001,12
"ASV_1640",11,0.388481599218377,0.001,23
"ASV_3172",11,0.388448522192027,0.001,56
"ASV_2725",11,0.387220143390434,0.001,30
"ASV_1727",11,0.385766472737113,0.001,11
"ASV_4280",11,0.385356848618505,0.001,28
"ASV_2358",11,0.383703374662228,0.001,29
"ASV_1160",11,0.382303523188809,0.001,46
"ASV_2292",11,0.381123045876153,0.001,24
"ASV_401",11,0.38079683849963,0.001,37
"ASV_250",11,0.380473039148701,0.001,36
"ASV_2277",11,0.379241674691569,0.001,86
"ASV_451",11,0.378811305584761,0.001,16
"ASV_3821",11,0.378793749815031,0.001,33
"ASV_2630",11,0.375510037797094,0.001,95
"ASV_1704",11,0.374996357844232,0.001,24
"ASV_6253",11,0.374623343555069,0.001,14
"ASV_3150",11,0.373025820441588,0.001,62
"ASV_6374",11,0.371448981812075,0.001,26
"ASV_314",11,0.370589767185638,0.001,34
"ASV_4714",11,0.37053796781734,0.001,54
"ASV_267",11,0.370163706444385,0.001,11
"ASV_2418",11,0.369498829325665,0.001,20
"ASV_1728",11,0.369035529404814,0.001,15
"ASV_6584",11,0.368421052631579,0.001,7
"ASV_6618",11,0.368421052631579,0.001,7
"ASV_6623",11,0.368421052631579,0.001,7
"ASV_6650",11,0.368421052631579,0.001,7
"ASV_6651",11,0.368421052631579,0.001,7
"ASV_6656",11,0.368421052631579,0.001,7
"ASV_6666",11,0.368421052631579,0.001,7
"ASV_6680",11,0.368421052631579,0.001,7
"ASV_6684",11,0.368421052631579,0.001,7
"ASV_6703",11,0.368421052631579,0.001,7
"ASV_6705",11,0.368421052631579,0.001,7
"ASV_6714",11,0.368421052631579,0.001,7
"ASV_6741",11,0.368421052631579,0.001,7
"ASV_6760",11,0.368421052631579,0.001,7
"ASV_6763",11,0.368421052631579,0.001,7
"ASV_6772",11,0.368421052631579,0.001,7
"ASV_6807",11,0.368421052631579,0.001,7
"ASV_6824",11,0.368421052631579,0.001,7
"ASV_6826",11,0.368421052631579,0.001,7
"ASV_6864",11,0.368421052631579,0.001,7
"ASV_6972",11,0.368421052631579,0.001,7
"ASV_7046",11,0.368421052631579,0.001,7
"ASV_2236",11,0.368192632806578,0.001,26
"ASV_4472",11,0.367192441558183,0.001,10
"ASV_3075",11,0.366067736191298,0.001,53
"ASV_3777",11,0.365839741325435,0.001,18
"ASV_2980",11,0.365296147211041,0.001,19
"ASV_946",11,0.364832627553447,0.001,62
"ASV_428",11,0.363354279073389,0.001,15
"ASV_4392",11,0.363188924443015,0.001,34
"ASV_3154",11,0.361210887767952,0.001,62
"ASV_1703",11,0.361203614026243,0.001,15
"ASV_228",11,0.359309995989775,0.001,15
"ASV_420",11,0.359117795324142,0.001,29
"ASV_705",11,0.358241581058219,0.001,13
"ASV_5301",11,0.357169687704739,0.001,14
"ASV_3081",11,0.35672642455295,0.001,60
"ASV_1923",11,0.356113741318219,0.001,39
"ASV_728",11,0.353958484472631,0.001,18
"ASV_3210",11,0.353905052624307,0.001,63
"ASV_2555",11,0.351173515442073,0.001,21
"ASV_1281",11,0.35087707360347,0.001,52
"ASV_580",11,0.349184847372966,0.001,16
"ASV_3022",11,0.349035893083597,0.001,17
"ASV_5457",11,0.349006064895603,0.001,28
"ASV_436",11,0.347205463308156,0.001,35
"ASV_2600",11,0.346439273575609,0.001,12
"ASV_6219",11,0.346291960039565,0.001,27
"ASV_2340",11,0.344749463601309,0.001,33
"ASV_1814",11,0.344675242795684,0.001,26
"ASV_2991",11,0.342584012918452,0.001,23
"ASV_2293",11,0.339703541738246,0.001,25
"ASV_386",11,0.338405603141427,0.001,17
"ASV_282",11,0.337893356508291,0.001,15
"ASV_417",11,0.336447356115905,0.001,30
"ASV_292",11,0.335078824111908,0.001,21
"ASV_4255",11,0.333300843915753,0.001,30
"ASV_274",11,0.333041639335929,0.001,54
"ASV_2750",11,0.33189068190448,0.001,83
"ASV_5804",11,0.331228368075787,0.001,65
"ASV_471",11,0.327383266062485,0.001,26
"ASV_5287",11,0.327044699960743,0.001,31
"ASV_271",11,0.326386435888379,0.001,11
"ASV_633",11,0.325889882854982,0.001,31
"ASV_3074",11,0.325832288251867,0.001,48
"ASV_2286",11,0.323680249186303,0.001,266
"ASV_430",11,0.323234090002241,0.001,13
"ASV_6167",11,0.32298176015272,0.001,20
"ASV_411",11,0.321392632376204,0.001,14
"ASV_1644",11,0.321191423822185,0.001,23
"ASV_6064",11,0.319885973095051,0.001,16
"ASV_2754",11,0.319581764905614,0.001,10
"ASV_3696",11,0.31820854402204,0.001,18
"ASV_2249",11,0.317742697190751,0.001,24
"ASV_2679",11,0.317574498893131,0.001,37
"ASV_58",11,0.316231982419079,0.001,12
"ASV_6590",11,0.31578947368421,0.001,6
"ASV_6591",11,0.31578947368421,0.001,6
"ASV_6646",11,0.31578947368421,0.001,6
"ASV_6653",11,0.31578947368421,0.001,6
"ASV_6659",11,0.31578947368421,0.001,6
"ASV_6678",11,0.31578947368421,0.001,6
"ASV_6750",11,0.31578947368421,0.001,6
"ASV_6751",11,0.31578947368421,0.001,6
"ASV_6752",11,0.31578947368421,0.001,6
"ASV_6765",11,0.31578947368421,0.001,6
"ASV_6769",11,0.31578947368421,0.001,6
"ASV_6770",11,0.31578947368421,0.001,6
"ASV_6773",11,0.31578947368421,0.001,6
"ASV_6793",11,0.31578947368421,0.001,6
"ASV_6810",11,0.31578947368421,0.001,6
"ASV_6828",11,0.31578947368421,0.001,6
"ASV_6834",11,0.31578947368421,0.001,6
"ASV_6843",11,0.31578947368421,0.001,6
"ASV_6846",11,0.31578947368421,0.001,6
